0	13	13	13	13	0	0	2	2	5	5	5	5	3	3	3	3	2	2	2	2
13	13	201	201	13	13	0	0	2	2	2	2	4	4	5	5	2	2	5	5	0
0	13	13	15	15	13	13	4	4	3	3	4	4	4	4	5	5	14	14	5	5
13	13	301	301	13	13	15	15	14	14	3	3	2	2	2	2	2	2	15	15	0
0	13	13	13	13	0	0	4	4	5	5	3	3	2	2	0	0	0	0	0	0
0	0	3	3	0	0	4	4	5	5	3	3	2	2	0	0	13	13	13	13	0
0	3	3	304	304	4	4	4	4	5	5	2	2	0	0	13	13	501	501	13	13
15	15	14	14	204	204	204	204	2	2	3	3	0	0	13	13	15	15	13	13	0
0	3	3	2	2	5	5	504	504	3	3	5	5	0	0	13	13	401	401	13	13
0	0	0	0	0	0	5	5	304	304	3	3	5	5	0	0	13	13	13	13	0
0	13	13	13	13	0	0	5	5	304	304	5	5	2	2	0	0	2	2	0	0
13	13	15	15	13	13	0	0	5	5	404	404	2	2	2	2	4	4	14	14	0
0	13	13	201	201	13	13	0	0	4	4	404	404	2	2	4	4	304	304	3	3
13	13	15	15	13	13	204	204	204	204	204	204	404	404	2	2	15	15	14	14	0
0	13	13	13	13	0	0	2	2	504	504	404	404	5	5	13	13	0	0	0	0
0	0	0	0	3	3	2	2	504	504	404	404	5	5	0	0	13	13	13	13	0
0	14	14	2	2	3	3	504	504	204	204	2	2	0	0	13	13	15	15	13	13
15	15	2	2	4	4	304	304	504	504	2	2	0	0	13	13	301	301	13	13	0
0	14	14	2	2	404	404	304	304	3	3	2	2	0	0	13	13	15	15	13	13
5	5	5	5	504	504	404	404	4	4	2	2	0	0	0	0	13	13	13	13	0
