3	3	3	3	14	14	0	0	0	0	15	15	3	3	3	3	3	3	3	3	0
0	2	2	5	5	4	4	0	0	0	0	3	3	2	2	5	5	5	5	2	2
2	2	5	5	4	4	0	0	0	0	3	3	4	4	2	2	4	4	5	5	0
0	404	404	404	404	15	15	0	0	0	0	14	14	15	15	4	4	2	2	5	5
2	2	4	4	3	3	4	4	0	0	0	0	3	3	5	5	304	304	304	304	0
0	2	2	3	3	4	4	0	0	0	0	3	3	5	5	2	2	301	301	2	2
204	204	404	404	504	504	4	4	0	0	0	0	3	3	2	2	4	4	2	2	0
0	204	204	404	404	404	404	15	15	0	0	0	0	14	14	15	15	4	4	304	304
3	3	5	5	3	3	3	3	4	4	0	0	0	0	3	3	504	504	304	304	0
0	204	204	504	504	504	504	4	4	0	0	0	0	3	3	2	2	5	5	2	2
204	204	204	204	404	404	4	4	0	0	0	0	3	3	404	404	404	404	204	204	0
0	204	204	15	15	14	14	0	0	0	0	15	15	404	404	304	304	504	504	204	204
204	204	504	504	304	304	4	4	0	0	0	0	3	3	304	304	504	504	304	304	0
0	504	504	304	304	4	4	0	0	0	0	3	3	504	504	204	204	504	504	204	204
204	204	404	404	4	4	0	0	0	0	3	3	504	504	204	204	404	404	404	404	0
0	204	204	404	404	15	15	0	0	0	0	504	504	504	504	304	304	304	304	504	504
3	3	301	301	4	4	0	0	0	0	15	15	3	3	3	3	301	301	3	3	0
