0	0	0	5	5	5	5	5	5	0	0	0	0	4	4	4	4	4	4	0	0
0	0	3	3	3	3	3	3	2	2	2	2	2	2	5	5	5	5	5	5	0
0	0	0	0	0	5	5	3003	3003	4	4	4	4	3005	3005	2	2	0	0	0	0
0	0	0	0	2	2	304	304	5	5	0	0	2	2	504	504	4	4	0	0	0
0	0	0	2	2	3	3	5	5	0	0	0	0	2	2	5	5	4	4	0	0
0	0	0	0	2	2	3003	3003	5	5	0	0	2	2	3005	3005	4	4	0	0	0
0	0	0	0	0	5	5	3	3	3	3	5	5	5	5	2	2	0	0	0	0
0	0	0	0	2	2	2	2	3004	3004	401	401	3004	3004	3	3	3	3	0	0	0
0	0	0	0	0	3	3	3	3	0	0	0	0	5	5	5	5	0	0	0	0
0	0	0	0	0	0	5	5	2	2	0	0	3	3	4	4	0	0	0	0	0
0	0	0	0	0	5	5	204	204	2	2	3	3	304	304	4	4	0	0	0	0
0	0	0	0	0	0	3002	3002	4	4	0	0	2	2	3003	3003	0	0	0	0	0
0	0	0	0	0	2	2	4	4	0	0	0	0	2	2	3	3	0	0	0	0
0	0	0	0	0	0	3002	3002	4	4	0	0	2	2	3003	3003	0	0	0	0	0
0	0	0	5	5	5	5	2	2	2	2	3	3	3	3	4	4	4	4	0	0
0	0	0	0	0	0	13	13	13	13	3002	3002	13	13	13	13	0	0	0	0	0
0	0	0	5	5	4	4	4	4	4	4	5	5	5	5	5	5	2	2	0	0
0	0	5	5	5	5	3	3	3	3	201	201	4	4	4	4	2	2	2	2	0
0	0	0	5	5	5	5	3	3	3	3	4	4	4	4	2	2	2	2	0	0
4	4	4	4	401	401	2	2	2	2	2	2	2	2	301	301	3	3	3	3	0
