0	2	2	3	3	2	2	3	3	5	5	2	2	4	4	5	5	2	2	0	0
2	2	3	3	2	2	3	3	5	5	2	2	4	4	5	5	2	2	2	2	0
0	3	3	13	13	2	2	0	0	4	4	3	3	0	0	5	5	13	13	2	2
2	2	13	13	4	4	0	0	2	2	403	403	2	2	0	0	4	4	13	13	0
0	13	13	4	4	0	0	2	2	503	503	203	203	3	3	0	0	4	4	13	13
2	2	2	2	5	5	4	4	4	4	4	4	3	3	3	3	2	2	14	14	0
0	14	14	2	2	5	5	13	13	5	5	503	503	13	13	2	2	5	5	4	4
5	5	3	3	3	3	13	13	14	14	203	203	403	403	13	13	2	2	4	4	0
0	5	5	4	4	3	3	0	0	203	203	403	403	0	0	5	5	3	3	401	401
2	2	4	4	5	5	4	4	0	0	0	0	0	0	3	3	5	5	3	3	0
0	301	301	4	4	5	5	0	0	503	503	2	2	0	0	2	2	4	4	3	3
2	2	4	4	2	2	13	13	503	503	203	203	14	14	13	13	2	2	4	4	0
0	2	2	5	5	2	2	13	13	203	203	3	3	13	13	2	2	4	4	4	4
14	14	5	5	2	2	5	5	4	4	3	3	4	4	5	5	2	2	14	14	0
0	3	3	5	5	0	0	4	4	3	3	403	403	5	5	0	0	2	2	3	3
3	3	2	2	2	2	0	0	4	4	2	2	3	3	0	0	5	5	3	3	0
0	3	3	13	13	2	2	0	0	3	3	2	2	0	0	5	5	13	13	3	3
4	4	401	401	4	4	5	5	5	5	4	4	4	4	2	2	201	201	2	2	0
