0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5	5	3	3	5	5	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	5	5	5	3	3	5	5	4	4	0	0	0	0	0	0
0	0	0	0	5	5	13	13	7	7	5	5	4	4	4	4	0	0	0	0	0
0	0	0	5	5	13	13	7	7	5	5	2	2	13	13	4	4	0	0	0	0
0	0	2	2	5	5	13	13	7	7	3	3	2	2	13	13	4	4	0	0	0
0	2	2	2	2	7	7	7	7	302	302	2	2	13	13	4	4	7	7	0	0
2	2	13	13	13	13	13	13	304	304	702	702	2	2	2	2	7	7	7	7	0
0	2	2	13	13	13	13	4	4	304	304	7	7	13	13	13	13	13	13	7	7
0	0	5	5	5	5	4	4	4	4	304	304	5	5	13	13	13	13	7	7	0
0	5	5	7	7	7	7	504	504	304	304	5	5	5	5	4	4	4	4	0	0
7	7	7	7	404	404	504	504	2	2	0	0	404	404	2	2	2	2	4	4	0
0	7	7	404	404	504	504	2	2	4	4	3	3	404	404	504	504	2	2	2	2
0	0	7	7	404	404	2	2	2	2	402	402	3	3	404	404	504	504	2	2	0
0	404	404	7	7	7	7	7	7	7	7	3	3	3	3	504	504	2	2	0	0
13	13	404	404	13	13	0	0	13	13	2	2	2	2	2	2	2	2	704	704	0
0	404	404	501	501	5	5	7	7	701	701	13	13	0	0	13	13	704	704	13	13
13	13	0	0	13	13	0	0	13	13	301	301	3	3	2	2	201	201	2	2	0
