2	2	5	5	3	3	5	5	5	5	4	4	3	3	3	3	2	2	4	4	0
0	4	4	5	5	204	204	304	304	4	4	4	4	204	204	504	504	2	2	5	5
2	2	4	4	204	204	304	304	4	4	504	504	4	4	204	204	504	504	5	5	0
0	4	4	204	204	304	304	4	4	504	504	504	504	4	4	204	204	504	504	3	3
3	3	204	204	304	304	3	3	504	504	204	204	504	504	2	2	204	204	504	504	0
0	204	204	304	304	3	3	504	504	204	204	204	204	504	504	2	2	204	204	504	504
5	5	5	5	3	3	504	504	204	204	304	304	204	204	504	504	2	2	3	3	0
0	4	4	5	5	3	3	204	204	304	304	304	304	204	204	3	3	3	3	2	2
5	5	2	2	3	3	204	204	304	304	3	3	304	304	204	204	5	5	4	4	0
0	3	3	4	4	2	2	304	304	501	501	3	3	304	304	3	3	5	5	3	3
4	4	504	504	4	4	304	304	3	3	4	4	5	5	304	304	4	4	204	204	0
0	504	504	3	3	5	5	5	5	3	3	4	4	2	2	2	2	4	4	204	204
2	2	504	504	3	3	5	5	2	2	5	5	5	5	3	3	4	4	204	204	0
0	4	4	504	504	504	504	3	3	4	4	2	2	4	4	204	204	204	204	0	0
2	2	2	2	404	404	3	3	204	204	3	3	504	504	3	3	304	304	5	5	0
0	3	3	401	401	5	5	201	201	4	4	3	3	501	501	4	4	301	301	5	5
3	3	3	3	4	4	5	5	2	2	4	4	5	5	5	5	4	4	3	3	0
