0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	7	7	0	0
5	5	0	0	0	0	3	3	2	2	0	0	0	0	5	5	7	7	4	4	0
0	5	5	0	0	2	2	0	0	2	2	5	5	5	5	4	4	0	0	4	4
0	0	304	304	18	18	2	2	3	3	18	18	504	504	18	18	4	4	7	7	0
0	3	3	3	3	18	18	3	3	18	18	5	5	5	5	18	18	7	7	18	18
3	3	0	0	2	2	18	18	18	18	5	5	0	0	7	7	18	18	18	18	0
0	2	2	2	2	18	18	403	403	18	18	7	7	7	7	18	18	303	303	18	18
0	0	204	204	18	18	4	4	4	4	18	18	704	704	18	18	3	3	3	3	0
0	2	2	2	2	4	4	0	0	5	5	7	7	7	7	3	3	0	0	4	4
2	2	0	0	3	3	5	5	5	5	7	7	0	0	2	2	4	4	4	4	0
0	3	3	3	3	18	18	504	504	18	18	2	2	2	2	18	18	404	404	0	0
18	18	304	304	18	18	5	5	5	5	18	18	204	204	18	18	4	4	4	4	0
0	18	18	18	18	5	5	0	0	3	3	18	18	18	18	4	4	0	0	7	7
18	18	203	203	18	18	3	3	3	3	18	18	403	403	18	18	7	7	7	7	0
0	2	2	2	2	18	18	304	304	18	18	4	4	4	4	18	18	704	704	0	0
2	2	0	0	5	5	3	3	2	2	4	4	0	0	3	3	7	7	5	5	0
0	5	5	5	5	3	3	0	0	2	2	3	3	3	3	7	7	0	0	5	5
0	0	501	501	0	0	3	3	201	201	0	0	301	301	0	0	701	701	5	5	0
