0	0	0	0	0	0	0	4	4	5	5	5	5	3	3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	4	5	5	3	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	18	18	18	18	0	0	0	0	0	0	0	0
0	0	2	2	0	0	3	3	0	0	5	5	0	0	3	3	0	0	2	2	0
0	2	2	4	4	3	3	7	7	5	5	5	5	3	3	4	4	2	2	0	0
0	0	2	2	4	4	7	7	7	7	2	2	5	5	4	4	4	4	4	4	0
0	5	5	5	5	7	7	0	0	2	2	2	2	0	0	18	18	3	3	13	13
13	13	5	5	18	18	0	0	2	2	0	0	2	2	18	18	3	3	704	704	0
0	304	304	4	4	18	18	2	2	0	0	0	0	2	2	204	204	3	3	704	704
304	304	4	4	204	204	2	2	0	0	304	304	7	7	13	13	5	5	704	704	0
0	304	304	5	5	13	13	4	4	304	304	3	3	7	7	18	18	5	5	13	13
13	13	5	5	18	18	4	4	3	3	0	0	3	3	18	18	2	2	504	504	0
0	404	404	7	7	18	18	3	3	0	0	0	0	3	3	304	304	2	2	504	504
404	404	7	7	304	304	3	3	0	0	704	704	204	204	13	13	2	2	504	504	0
0	404	404	4	4	13	13	504	504	704	704	7	7	2	2	18	18	4	4	13	13
13	13	4	4	18	18	5	5	7	7	0	0	7	7	18	18	4	4	304	304	0
0	204	204	5	5	18	18	7	7	5	5	5	5	7	7	704	704	4	4	304	304
204	204	5	5	704	704	7	7	4	4	7	7	2	2	13	13	2	2	304	304	0
0	204	204	4	4	13	13	5	5	4	4	2	2	5	5	0	0	2	2	0	0
0	0	401	401	0	0	501	501	4	4	701	701	2	2	501	501	0	0	201	201	0
