0	503	503	503	503	0	0	2	2	0	0	4	4	3	3	0	0	4	4	0	0
503	503	13	13	503	503	2	2	5	5	4	4	403	403	3	3	4	4	4	4	0
0	503	503	503	503	0	0	5	5	0	0	3	3	3	3	0	0	4	4	0	0
0	0	3	3	0	0	4	4	2	2	0	0	5	5	0	0	203	203	203	203	0
0	3	3	3	3	4	4	203	203	2	2	5	5	5	5	203	203	501	501	203	203
0	0	3	3	0	0	4	4	4	4	0	0	5	5	0	0	203	203	203	203	0
0	403	403	403	403	0	0	5	5	0	0	3	3	2	2	0	0	3	3	0	0
403	403	301	301	403	403	5	5	5	5	3	3	303	303	2	2	3	3	3	3	0
0	403	403	403	403	0	0	5	5	0	0	2	2	2	2	0	0	3	3	0	0
0	0	5	5	0	0	3	3	2	2	0	0	4	4	0	0	503	503	503	503	0
0	5	5	5	5	3	3	203	203	2	2	4	4	4	4	503	503	13	13	503	503
0	0	5	5	0	0	3	3	3	3	0	0	4	4	0	0	503	503	503	503	0
0	303	303	303	303	0	0	2	2	0	0	3	3	5	5	0	0	4	4	0	0
303	303	13	13	303	303	2	2	2	2	3	3	303	303	5	5	4	4	4	4	0
0	303	303	303	303	0	0	2	2	0	0	5	5	5	5	0	0	4	4	0	0
0	0	5	5	0	0	2	2	2	2	0	0	3	3	0	0	2	2	2	2	0
0	5	5	5	5	0	0	4	4	0	0	3	3	3	3	0	0	2	2	0	0
5	5	501	501	5	5	4	4	4	4	3	3	3	3	3	3	201	201	2	2	0
