1	2001	3	0	0	0
2	2001	3	0	0	0
3	2001	8	0	0	0
4	2001	1	0	0	0
5	2001	3	0	0	0
6	2001	5	0	0	0
7	2001	3	0	0	0
8	2001	4	0	0	0
9	2001	4	0	0	0
10	2001	3	0	0	0
11	2001	4	0	0	0
12	2001	3	0	0	0
13	2001	3	0	0	0
14	2001	4	0	0	0
15	2001	3	0	0	0
16	2001	4	0	0	0
17	2001	4	0	0	0
18	2001	3	0	0	0
19	2001	6	0	0	0
20	2001	5	0	0	0
21	2001	4	0	0	0
22	2001	4	0	0	0
23	2001	4	0	0	0
24	2001	5	0	0	0
25	2001	2	0	0	0
26	2001	5	0	0	0
27	2001	3	0	0	0
28	2001	4	0	0	0
29	2001	5	0	0	0
30	2001	5	0	0	0
31	2001	4	0	0	0
32	2001	4	0	0	0
33	2001	4	0	0	0
34	2001	6	0	0	0
35	2001	5	0	0	0
36	2001	6	0	0	0
37	2001	4	0	0	0
38	2001	3	0	0	0
39	2001	3	0	0	0
40	2001	5	0	0	0
41	2001	5	0	0	0
42	2001	5	0	0	0
43	2001	4	0	0	0
44	2001	5	0	0	0
45	2001	4	0	0	0
46	2001	4	0	0	0
47	2001	3	0	0	0
48	2001	4	0	0	0
49	2001	4	0	0	0
50	2001	5	0	0	0
51	2001	5	0	0	0
52	2001	6	0	0	0
53	2001	6	0	0	0
54	2001	5	0	0	0
55	2001	5	0	0	0
56	2001	5	0	0	0
57	2001	5	0	0	0
58	2001	6	0	0	0
59	2001	4	0	0	0
60	2001	4	0	0	0
61	2001	4	0	0	0
62	2001	5	0	0	0
63	2001	6	0	0	0
64	2001	4	0	0	0
65	2001	7	0	0	0
66	2001	4	0	0	0
67	2001	4	0	0	0
68	2001	6	0	0	0
69	2001	4	0	0	0
70	2001	5	0	0	0
71	2001	5	0	0	0
72	2001	5	0	0	0
73	2001	4	0	0	0
74	2001	4	0	0	0
75	2001	3	0	0	0
76	2001	3	0	0	0
77	2001	3	0	0	0
78	2001	5	0	0	0
79	2001	5	0	0	0
80	2001	4	0	0	0
81	2001	5	0	0	0
82	2001	6	0	0	0
83	2001	6	0	0	0
84	2001	3	0	0	0
85	2001	3	0	0	0
86	2001	4	0	0	0
87	2001	4	0	0	0
88	2001	5	0	0	0
89	2001	4	0	0	0
90	2001	4	0	0	0
91	2001	4	0	0	0
92	2001	6	0	0	0
93	2001	4	0	0	0
94	2001	7	0	0	0
95	2001	3	0	0	0
96	2001	4	0	0	0
97	2001	4	0	0	0
98	2001	4	0	0	0
99	2001	4	0	0	0
100	2001	2	0	0	0
101	2001	5	0	0	0
102	2001	5	0	0	0
103	2001	4	0	0	0
104	2001	3	0	0	0
105	2001	4	0	0	0
106	2001	3	0	0	0
107	2001	5	0	0	0
108	2001	4	0	0	0
109	2001	4	0	0	0
110	2001	5	0	0	0
111	2001	4	0	0	0
112	2001	4	0	0	0
113	2001	4	0	0	0
114	2001	5	0	0	0
115	2001	4	0	0	0
116	2001	4	0	0	0
117	2001	3	0	0	0
118	2001	3	0	0	0
119	2001	5	0	0	0
120	2001	6	0	0	0
